surface_id	path	scope	source_ids	fork_behavior	upstream_change	classification	resolution	proof
packages/coding-agent/test/advisor/advisor.test.ts	packages/coding-agent/test/advisor/advisor.test.ts	shared	sa1021be2c90b,s368cec94060d,s1a9e7fe6fd52,s81e28b0fd8cc,s7d4ac8596264,sa2b4deb68345,sd8de361714c6,s03b25f5474c6,sb7cc702b27e9,s7aab011ae080,sb31d91592fca,s7126880b89e0,s6146c93937b6,s32cf3ef3a175,s028018963b17	session candidate: OMP-47	upstream 18.0.6 reworked this path; textual conflict predicted by merge-tree preview	re-fitted	Keep Bun/omptype fixtures and fork category/quarantine cases; adopt upstream deferred-note flush/dedupe/escalation, blocker-immune-turn routing, Tokenizer-based incoming-message maintenance, and onTurnAbandoned assertions.	bun test packages/coding-agent/test/advisor/advisor.test.ts + agent-session-*/acp glob — 988 pass, 0 fail
packages/coding-agent/test/agent-session-advisor-suppression.test.ts	packages/coding-agent/test/agent-session-advisor-suppression.test.ts	shared	sc91b53ee38fb	session candidate: OMP-127	upstream 18.0.6 modified this path; clean textual merge predicted	retained	clean textual merge of upstream and fork edits; fork behavior verified by candidate gates	bun test packages/coding-agent/test/agent-session-advisor-suppression.test.ts green inside gate 7 (bun run test:ts) on the candidate
packages/coding-agent/test/agent-session-async-delivery.test.ts	packages/coding-agent/test/agent-session-async-delivery.test.ts	shared	sa6b1a212008a	session candidate: OMP-147; session candidate: OMP-107	upstream 18.0.6 modified this path; clean textual merge predicted	retained	clean textual merge of upstream and fork edits; fork behavior verified by candidate gates	bun test packages/coding-agent/test/agent-session-async-delivery.test.ts green inside gate 7 (bun run test:ts) on the candidate
packages/coding-agent/test/agent-session-before-agent-start-attribution.test.ts	packages/coding-agent/test/agent-session-before-agent-start-attribution.test.ts	fork-only	sf87360c775e6	session candidate: OMP-69	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- packages/coding-agent/test/agent-session-before-agent-start-attribution.test.ts is empty (path byte-identical to frozen main)
packages/coding-agent/test/agent-session-plan-mode-convergence.test.ts	packages/coding-agent/test/agent-session-plan-mode-convergence.test.ts	shared	s89ddf149e711	session candidate: OMP-147; session candidate: OMP-127	upstream 18.0.6 modified this path; clean textual merge predicted	retained	clean textual merge of upstream and fork edits; fork behavior verified by candidate gates	bun test packages/coding-agent/test/agent-session-plan-mode-convergence.test.ts green inside gate 7 (bun run test:ts) on the candidate
packages/coding-agent/test/extensibility/legacy-pi-inplace-load.test.ts	packages/coding-agent/test/extensibility/legacy-pi-inplace-load.test.ts	fork-only	scc31d5f99a5d	session candidate: OMP-89	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- packages/coding-agent/test/extensibility/legacy-pi-inplace-load.test.ts is empty (path byte-identical to frozen main)
packages/coding-agent/test/extensions-runner.test.ts	packages/coding-agent/test/extensions-runner.test.ts	shared	s32e9fe00bd18,s0d3f51a5ba07,s461c0e428646	session candidate: OMP-108	upstream 18.0.6 modified this path; clean textual merge predicted	retained	clean textual merge of upstream and fork edits; fork behavior verified by candidate gates	bun test packages/coding-agent/test/extensions-runner.test.ts green inside gate 7 (bun run test:ts) on the candidate
packages/coding-agent/test/git-active-context.test.ts	packages/coding-agent/test/git-active-context.test.ts	fork-only	s4c64fc11e477	session candidate: OMP-127; Add 'session-system/' from commit '04059416c063478b806a64fd33afc42823557b66'	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- packages/coding-agent/test/git-active-context.test.ts is empty (path byte-identical to frozen main)
packages/coding-agent/test/interactive-mode-plan-review.test.ts	packages/coding-agent/test/interactive-mode-plan-review.test.ts	shared	sa8c8de226e9d,sbe52174581dd	feat(coding-agent): cancellable plan_approved extension event (HOME-122)	upstream 18.0.6 modified this path; clean textual merge predicted	retained	clean textual merge of upstream and fork edits; fork behavior verified by candidate gates	bun test packages/coding-agent/test/interactive-mode-plan-review.test.ts green inside gate 7 (bun run test:ts) on the candidate
packages/coding-agent/test/marketplace/project-scope.test.ts	packages/coding-agent/test/marketplace/project-scope.test.ts	fork-only	sd4dec30915be	session candidate: OMP-127; Add 'session-system/' from commit '04059416c063478b806a64fd33afc42823557b66'	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- packages/coding-agent/test/marketplace/project-scope.test.ts is empty (path byte-identical to frozen main)
packages/coding-agent/test/modes/warp-events.test.ts	packages/coding-agent/test/modes/warp-events.test.ts	fork-only	s1dc92cb9ade1	session candidate: OMP-108; Add 'session-system/' from commit '04059416c063478b806a64fd33afc42823557b66'	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- packages/coding-agent/test/modes/warp-events.test.ts is empty (path byte-identical to frozen main)
packages/coding-agent/test/rpc-client.restart.test.ts	packages/coding-agent/test/rpc-client.restart.test.ts	shared	s61475e197501,s0d63695496e9,sab1e4d324b80,s9fcfeec9e4c6	session candidate: OMP-127	upstream 18.0.6 modified this path; clean textual merge predicted	retained	clean textual merge of upstream and fork edits; fork behavior verified by candidate gates	bun test packages/coding-agent/test/rpc-client.restart.test.ts green inside gate 7 (bun run test:ts) on the candidate
packages/coding-agent/test/rpc-stdin-lock.test.ts	packages/coding-agent/test/rpc-stdin-lock.test.ts	fork-only	s87222be32f32	session candidate: OMP-127	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- packages/coding-agent/test/rpc-stdin-lock.test.ts is empty (path byte-identical to frozen main)
packages/coding-agent/test/rpc.test.ts	packages/coding-agent/test/rpc.test.ts	fork-only	s82c8223b401b	session candidate: OMP-127	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- packages/coding-agent/test/rpc.test.ts is empty (path byte-identical to frozen main)
packages/coding-agent/test/sdk-mcp-instructions.test.ts	packages/coding-agent/test/sdk-mcp-instructions.test.ts	fork-only	s297310debc51,sb0064149dcb6	session candidate: OMP-147	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- packages/coding-agent/test/sdk-mcp-instructions.test.ts is empty (path byte-identical to frozen main)
packages/coding-agent/test/status-line-overflow.test.ts	packages/coding-agent/test/status-line-overflow.test.ts	shared	sa3ce8ec7934f	feat(coding-agent): inline setStatus placement beside path segment (HOME-130); Add 'session-system/' from commit '04059416c063478b806a64fd33afc42823557b66'	upstream 18.0.6 modified this path; clean textual merge predicted	retained	clean textual merge of upstream and fork edits; fork behavior verified by candidate gates	bun test packages/coding-agent/test/status-line-overflow.test.ts green inside gate 7 (bun run test:ts) on the candidate
packages/coding-agent/test/system-prompt-dedup.test.ts	packages/coding-agent/test/system-prompt-dedup.test.ts	shared	sac35e6ffb383,s9e5ab8f24d59	test: reconcile context-overflow, kitty DA1, and system-prompt-dedup tests after v17.3.2 merge; Add 'session-system/' from commit '04059416c063478b806a64fd33afc42823557b66'	upstream 18.0.6 modified this path; clean textual merge predicted	retained	clean textual merge of upstream and fork edits; fork behavior verified by candidate gates	bun test packages/coding-agent/test/system-prompt-dedup.test.ts green inside gate 7 (bun run test:ts) on the candidate
packages/coding-agent/test/tools/lsp-regressions.test.ts	packages/coding-agent/test/tools/lsp-regressions.test.ts	shared	s2c2f4a4f5fa0,sc3eecf6a36f0	session candidate: OMP-127	upstream 18.0.6 modified this path; clean textual merge predicted	retained	clean textual merge of upstream and fork edits; fork behavior verified by candidate gates	bun test packages/coding-agent/test/tools/lsp-regressions.test.ts green inside gate 7 (bun run test:ts) on the candidate
packages/coding-agent/test/utils/changelog.test.ts	packages/coding-agent/test/utils/changelog.test.ts	fork-only	s318f09df50f9	session candidate: OMP-127; Add 'session-system/' from commit '04059416c063478b806a64fd33afc42823557b66'	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- packages/coding-agent/test/utils/changelog.test.ts is empty (path byte-identical to frozen main)
packages/tui/test/kitty-keyboard-da1-ordering.test.ts	packages/tui/test/kitty-keyboard-da1-ordering.test.ts	fork-only	s1f7aacf90e21,s139e7d99a4c5	test: reconcile context-overflow, kitty DA1, and system-prompt-dedup tests after v17.3.2 merge; Add 'session-system/' from commit '04059416c063478b806a64fd33afc42823557b66'	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- packages/tui/test/kitty-keyboard-da1-ordering.test.ts is empty (path byte-identical to frozen main)
packages/work-client/package.json	packages/work-client/package.json	fork-only	s0637fa859e68	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- packages/work-client/package.json is empty (path byte-identical to frozen main)
packages/work-client/src/contract.ts	packages/work-client/src/contract.ts	fork-only	s4b8530984a56	session candidate: OMP-147	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- packages/work-client/src/contract.ts is empty (path byte-identical to frozen main)
packages/work-client/src/index.ts	packages/work-client/src/index.ts	fork-only	sc4f4fec9372c	session candidate: OMP-154; session candidate: OMP-147; session candidate: OMP-140; fix(workflow): adopt post-freeze OMP-106 drift + overlap-refusal tests (OMP-116, OMP-118); session candidate: OMP-106; session candidate: OMP-89; session candidate: OMP-65; session candidate: OMP-47; feat(work-client): bounded activity read (OMP-25); feat(work-ledger): cutover authority, OAuth exporter credential, atomic activation (HOME-148); feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147); feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- packages/work-client/src/index.ts is empty (path byte-identical to frozen main)
packages/work-client/test/client.test.ts	packages/work-client/test/client.test.ts	fork-only	s2343db6f372c	session candidate: OMP-154; session candidate: OMP-147; test(work-client): cover default activity request (OMP-33); feat(work-client): bounded activity read (OMP-25); feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147); feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- packages/work-client/test/client.test.ts is empty (path byte-identical to frozen main)
packages/work-client/tsconfig.json	packages/work-client/tsconfig.json	fork-only	sfb71e4bf9ee8	feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147); feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- packages/work-client/tsconfig.json is empty (path byte-identical to frozen main)
python/omp-work/.coverage	python/omp-work/.coverage	fork-only	s44984e93ae1f	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- python/omp-work/.coverage is empty (path byte-identical to frozen main)
python/omp-work/CHANGELOG.md	python/omp-work/CHANGELOG.md	fork-only	sce33eb56f37b	session candidate: OMP-108; session candidate: OMP-25; fix(work-ledger): finalize cutover remediation; feat(work-ledger): implement controlled Linear cutover (HOME-148); feat(work-ledger): interactive OMP workflow on WorkService (HOME-146, HOME-147); feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- python/omp-work/CHANGELOG.md is empty (path byte-identical to frozen main)
python/omp-work/README.md	python/omp-work/README.md	fork-only	s0fe203253163	session candidate: OMP-108; feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- python/omp-work/README.md is empty (path byte-identical to frozen main)
python/omp-work/pyproject.toml	python/omp-work/pyproject.toml	fork-only	s1cca73f446b7	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- python/omp-work/pyproject.toml is empty (path byte-identical to frozen main)
python/omp-work/src/omp_work.egg-info/PKG-INFO	python/omp-work/src/omp_work.egg-info/PKG-INFO	fork-only	s94657264a7a3	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- python/omp-work/src/omp_work.egg-info/PKG-INFO is empty (path byte-identical to frozen main)
python/omp-work/src/omp_work.egg-info/SOURCES.txt	python/omp-work/src/omp_work.egg-info/SOURCES.txt	fork-only	sa07f0911583b	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- python/omp-work/src/omp_work.egg-info/SOURCES.txt is empty (path byte-identical to frozen main)
python/omp-work/src/omp_work.egg-info/dependency_links.txt	python/omp-work/src/omp_work.egg-info/dependency_links.txt	fork-only	sf30ed6384319	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- python/omp-work/src/omp_work.egg-info/dependency_links.txt is empty (path byte-identical to frozen main)
python/omp-work/src/omp_work.egg-info/entry_points.txt	python/omp-work/src/omp_work.egg-info/entry_points.txt	fork-only	s3c1bcbb7c9da	feat(work-ledger): PostgreSQL Work Ledger with Linear export and import (HOME-143, HOME-144, HOME-145, HOME-146)	none (fork-only path)	retained	fork-only path; carried through merge unchanged	fork-only sweep: git diff 79b037e420943010e03727d7cdb22f05e64507b7..eb795f45e8 -- python/omp-work/src/omp_work.egg-info/entry_points.txt is empty (path byte-identical to frozen main)
